"";"Model";"NoiseLevel";"NoiseType";"Variable";"MAPE";"ErrorType";"PT_type";"Model_ErrorType"
"293";"RFR";0,01;"Inverted";"cab";2,03031163615587;"Validation error";17;"RFR Validation error"
"294";"GPR";0,01;"Inverted";"cab";5,87487704195767;"Validation error";17;"GPR Validation error"
"295";"ANN";0,01;"Inverted";"cab";3,81497548999349;"Validation error";17;"ANN Validation error"
"296";"MTN";0,01;"Inverted";"cab";1,20609550048989;"Validation error";17;"MTN Validation error"
"297";"RFR";0,01;"Combined";"cw";39,9089521060653;"Validation error";17;"RFR Validation error"
"298";"GPR";0,01;"Combined";"cw";7,33498027458846;"Validation error";17;"GPR Validation error"
"299";"ANN";0,01;"Combined";"cw";2,9446439804581;"Validation error";17;"ANN Validation error"
"300";"MTN";0,01;"Combined";"cw";2,16080726951296;"Validation error";17;"MTN Validation error"
"301";"RFR";0,01;"Inverted";"cw";39,0575864188569;"Validation error";17;"RFR Validation error"
"302";"GPR";0,01;"Inverted";"cw";7,40052071631564;"Validation error";17;"GPR Validation error"
"303";"ANN";0,01;"Inverted";"cw";3,110328678458;"Validation error";17;"ANN Validation error"
"304";"MTN";0,01;"Inverted";"cw";2,37397102319348;"Validation error";17;"MTN Validation error"
"305";"RFR";0,01;"Combined";"cm";44,3228302179885;"Validation error";17;"RFR Validation error"
"306";"GPR";0,01;"Combined";"cm";13,2297589192341;"Validation error";17;"GPR Validation error"
"307";"ANN";0,01;"Combined";"cm";4,55812122056579;"Validation error";17;"ANN Validation error"
"308";"MTN";0,01;"Combined";"cm";2,626183704173;"Validation error";17;"MTN Validation error"
"309";"RFR";0,01;"Inverted";"cm";41,0499643013963;"Validation error";17;"RFR Validation error"
"310";"GPR";0,01;"Inverted";"cm";13,3899137424356;"Validation error";17;"GPR Validation error"
"311";"ANN";0,01;"Inverted";"cm";4,03731984735608;"Validation error";17;"ANN Validation error"
"312";"MTN";0,01;"Inverted";"cm";3,30970170803425;"Validation error";17;"MTN Validation error"
"313";"RFR";0,01;"Combined";"lai";16,9542129264011;"Validation error";17;"RFR Validation error"
"314";"GPR";0,01;"Combined";"lai";22,9265627227102;"Validation error";17;"GPR Validation error"
"315";"ANN";0,01;"Combined";"lai";8,15570211150317;"Validation error";17;"ANN Validation error"
"316";"MTN";0,01;"Combined";"lai";3,74972925590162;"Validation error";17;"MTN Validation error"
"317";"RFR";0,01;"Inverted";"lai";24,7442296933178;"Validation error";17;"RFR Validation error"
"318";"GPR";0,01;"Inverted";"lai";23,1544065052816;"Validation error";17;"GPR Validation error"
"319";"ANN";0,01;"Inverted";"lai";7,86155862780931;"Validation error";17;"ANN Validation error"
"320";"MTN";0,01;"Inverted";"lai";3,5899304667824;"Validation error";17;"MTN Validation error"
"321";"RFR";0,03;"Combined";"cab";2,92221839571088;"Validation error";17;"RFR Validation error"
"322";"GPR";0,03;"Combined";"cab";6,48696323183075;"Validation error";17;"GPR Validation error"
"323";"ANN";0,03;"Combined";"cab";3,19340374666852;"Validation error";17;"ANN Validation error"
"324";"MTN";0,03;"Combined";"cab";3,1275943767244;"Validation error";17;"MTN Validation error"
"325";"RFR";0,03;"Inverted";"cab";4,54464380902346;"Validation error";17;"RFR Validation error"
"326";"GPR";0,03;"Inverted";"cab";7,19137639875769;"Validation error";17;"GPR Validation error"
"327";"ANN";0,03;"Inverted";"cab";4,29309585192598;"Validation error";17;"ANN Validation error"
"328";"MTN";0,03;"Inverted";"cab";4,62683123826293;"Validation error";17;"MTN Validation error"
"329";"RFR";0,03;"Combined";"cw";31,5439961109161;"Validation error";17;"RFR Validation error"
"330";"GPR";0,03;"Combined";"cw";9,70432667072861;"Validation error";17;"GPR Validation error"
"331";"ANN";0,03;"Combined";"cw";4,58457949891369;"Validation error";17;"ANN Validation error"
"332";"MTN";0,03;"Combined";"cw";5,14558882926001;"Validation error";17;"MTN Validation error"
"333";"RFR";0,03;"Inverted";"cw";31,0561109885802;"Validation error";17;"RFR Validation error"
"334";"GPR";0,03;"Inverted";"cw";11,269381674335;"Validation error";17;"GPR Validation error"
"335";"ANN";0,03;"Inverted";"cw";8,91265816957784;"Validation error";17;"ANN Validation error"
"336";"MTN";0,03;"Inverted";"cw";9,69625983827327;"Validation error";17;"MTN Validation error"
"337";"RFR";0,03;"Combined";"cm";31,2222663995319;"Validation error";17;"RFR Validation error"
"338";"GPR";0,03;"Combined";"cm";15,0504488954433;"Validation error";17;"GPR Validation error"
"339";"ANN";0,03;"Combined";"cm";7,12054873605029;"Validation error";17;"ANN Validation error"
"340";"MTN";0,03;"Combined";"cm";7,42372097953258;"Validation error";17;"MTN Validation error"
"341";"RFR";0,03;"Inverted";"cm";30,6849293656487;"Validation error";17;"RFR Validation error"
"342";"GPR";0,03;"Inverted";"cm";18,6740398184191;"Validation error";17;"GPR Validation error"
"343";"ANN";0,03;"Inverted";"cm";14,7184920424649;"Validation error";17;"ANN Validation error"
"344";"MTN";0,03;"Inverted";"cm";14,8529009179539;"Validation error";17;"MTN Validation error"
"345";"RFR";0,03;"Combined";"lai";23,4693833983008;"Validation error";17;"RFR Validation error"
"346";"GPR";0,03;"Combined";"lai";23,5008541408639;"Validation error";17;"GPR Validation error"
"347";"ANN";0,03;"Combined";"lai";9,36538974705612;"Validation error";17;"ANN Validation error"
"348";"MTN";0,03;"Combined";"lai";8,40098150396978;"Validation error";17;"MTN Validation error"
"349";"RFR";0,03;"Inverted";"lai";25,4449225676329;"Validation error";17;"RFR Validation error"
"350";"GPR";0,03;"Inverted";"lai";25,2439819489601;"Validation error";17;"GPR Validation error"
"351";"ANN";0,03;"Inverted";"lai";15,6327312745081;"Validation error";17;"ANN Validation error"
"352";"MTN";0,03;"Inverted";"lai";15,4575916044257;"Validation error";17;"MTN Validation error"
"353";"RFR";0,03;"Combined";"cab";2,56067805862361;"Validation error";17;"RFR Validation error"
"354";"GPR";0,03;"Combined";"cab";6,91800024677743;"Validation error";17;"GPR Validation error"
"355";"ANN";0,03;"Combined";"cab";3,17471961591394;"Validation error";17;"ANN Validation error"
"356";"MTN";0,03;"Combined";"cab";1,59263573905063;"Validation error";17;"MTN Validation error"
"357";"RFR";0,03;"Inverted";"cab";4,19386467104966;"Validation error";17;"RFR Validation error"
"358";"GPR";0,03;"Inverted";"cab";7,58148706361624;"Validation error";17;"GPR Validation error"
"359";"ANN";0,03;"Inverted";"cab";4,57581628511855;"Validation error";17;"ANN Validation error"
"360";"MTN";0,03;"Inverted";"cab";3,30102148862789;"Validation error";17;"MTN Validation error"
"361";"RFR";0,03;"Combined";"cw";42,5809537094464;"Validation error";17;"RFR Validation error"
"362";"GPR";0,03;"Combined";"cw";9,9752769415561;"Validation error";17;"GPR Validation error"
"363";"ANN";0,03;"Combined";"cw";5,90393453943338;"Validation error";17;"ANN Validation error"
"364";"MTN";0,03;"Combined";"cw";5,07449566294305;"Validation error";17;"MTN Validation error"
"365";"RFR";0,03;"Inverted";"cw";40,2919949917162;"Validation error";17;"RFR Validation error"
"366";"GPR";0,03;"Inverted";"cw";11,6991244648054;"Validation error";17;"GPR Validation error"
"367";"ANN";0,03;"Inverted";"cw";8,5536778804088;"Validation error";17;"ANN Validation error"
"368";"MTN";0,03;"Inverted";"cw";9,46454340969075;"Validation error";17;"MTN Validation error"
"369";"RFR";0,03;"Combined";"cm";32,2414828651367;"Validation error";17;"RFR Validation error"
"370";"GPR";0,03;"Combined";"cm";13,4698608146399;"Validation error";17;"GPR Validation error"
"371";"ANN";0,03;"Combined";"cm";6,59367417822862;"Validation error";17;"ANN Validation error"
"372";"MTN";0,03;"Combined";"cm";6,64283134716259;"Validation error";17;"MTN Validation error"
"373";"RFR";0,03;"Inverted";"cm";32,4193213905171;"Validation error";17;"RFR Validation error"
"374";"GPR";0,03;"Inverted";"cm";16,4377978148292;"Validation error";17;"GPR Validation error"
"375";"ANN";0,03;"Inverted";"cm";12,3457291002912;"Validation error";17;"ANN Validation error"
"376";"MTN";0,03;"Inverted";"cm";12,9923927562201;"Validation error";17;"MTN Validation error"
"377";"RFR";0,03;"Combined";"lai";23,4781773375171;"Validation error";17;"RFR Validation error"
"378";"GPR";0,03;"Combined";"lai";22,6761015084302;"Validation error";17;"GPR Validation error"
"379";"ANN";0,03;"Combined";"lai";9,1992698808588;"Validation error";17;"ANN Validation error"
"380";"MTN";0,03;"Combined";"lai";8,24695616094201;"Validation error";17;"MTN Validation error"
"381";"RFR";0,03;"Inverted";"lai";25,0489919299193;"Validation error";17;"RFR Validation error"
"382";"GPR";0,03;"Inverted";"lai";23,2461370198507;"Validation error";17;"GPR Validation error"
"383";"ANN";0,03;"Inverted";"lai";13,7274661292816;"Validation error";17;"ANN Validation error"
"384";"MTN";0,03;"Inverted";"lai";12,5306692876417;"Validation error";17;"MTN Validation error"
"385";"RFR";0,03;"Combined";"cab";2,57336293635674;"Validation error";17;"RFR Validation error"
"386";"GPR";0,03;"Combined";"cab";7,74536585425697;"Validation error";17;"GPR Validation error"
"387";"ANN";0,03;"Combined";"cab";3,96110720559716;"Validation error";17;"ANN Validation error"
"388";"MTN";0,03;"Combined";"cab";2,01683138364119;"Validation error";17;"MTN Validation error"
"389";"RFR";0,03;"Inverted";"cab";4,17725780054556;"Validation error";17;"RFR Validation error"
"390";"GPR";0,03;"Inverted";"cab";8,68394802987051;"Validation error";17;"GPR Validation error"
"391";"ANN";0,03;"Inverted";"cab";4,9176804379067;"Validation error";17;"ANN Validation error"
"392";"MTN";0,03;"Inverted";"cab";3,44050241322714;"Validation error";17;"MTN Validation error"
"393";"RFR";0,03;"Combined";"cw";43,4396878271555;"Validation error";17;"RFR Validation error"
"394";"GPR";0,03;"Combined";"cw";10,4995611775154;"Validation error";17;"GPR Validation error"
"395";"ANN";0,03;"Combined";"cw";6,31085395507298;"Validation error";17;"ANN Validation error"
"396";"MTN";0,03;"Combined";"cw";5,25781882947228;"Validation error";17;"MTN Validation error"
"397";"RFR";0,03;"Inverted";"cw";41,5829809733597;"Validation error";17;"RFR Validation error"
"398";"GPR";0,03;"Inverted";"cw";13,0985025938055;"Validation error";17;"GPR Validation error"
"399";"ANN";0,03;"Inverted";"cw";9,14420674629816;"Validation error";17;"ANN Validation error"
"400";"MTN";0,03;"Inverted";"cw";10,1017507655278;"Validation error";17;"MTN Validation error"
"401";"RFR";0,03;"Combined";"cm";32,1427773309115;"Validation error";17;"RFR Validation error"
"402";"GPR";0,03;"Combined";"cm";13,8624836860989;"Validation error";17;"GPR Validation error"
"403";"ANN";0,03;"Combined";"cm";7,64130325088359;"Validation error";17;"ANN Validation error"
"404";"MTN";0,03;"Combined";"cm";6,35580453437022;"Validation error";17;"MTN Validation error"
"405";"RFR";0,03;"Inverted";"cm";30,4333740139808;"Validation error";17;"RFR Validation error"
"406";"GPR";0,03;"Inverted";"cm";17,3028818718758;"Validation error";17;"GPR Validation error"
"407";"ANN";0,03;"Inverted";"cm";12,5679887803261;"Validation error";17;"ANN Validation error"
"408";"MTN";0,03;"Inverted";"cm";13,1855325617497;"Validation error";17;"MTN Validation error"
"409";"RFR";0,03;"Combined";"lai";23,3713143981435;"Validation error";17;"RFR Validation error"
"410";"GPR";0,03;"Combined";"lai";23,5766393431476;"Validation error";17;"GPR Validation error"
"411";"ANN";0,03;"Combined";"lai";10,5683077385317;"Validation error";17;"ANN Validation error"
"412";"MTN";0,03;"Combined";"lai";7,74124967113681;"Validation error";17;"MTN Validation error"
"413";"RFR";0,03;"Inverted";"lai";26,0129454746772;"Validation error";17;"RFR Validation error"
"414";"GPR";0,03;"Inverted";"lai";23,4232695230806;"Validation error";17;"GPR Validation error"
"415";"ANN";0,03;"Inverted";"lai";14,2346021808825;"Validation error";17;"ANN Validation error"
"416";"MTN";0,03;"Inverted";"lai";13,0424035602194;"Validation error";17;"MTN Validation error"
"417";"RFR";0,03;"Combined";"cab";2,72607036156603;"Validation error";17;"RFR Validation error"
"418";"GPR";0,03;"Combined";"cab";7,91325236769095;"Validation error";17;"GPR Validation error"
"419";"ANN";0,03;"Combined";"cab";3,34672161620976;"Validation error";17;"ANN Validation error"
"420";"MTN";0,03;"Combined";"cab";1,83161695249965;"Validation error";17;"MTN Validation error"
"421";"RFR";0,03;"Inverted";"cab";4,4405053516573;"Validation error";17;"RFR Validation error"
"422";"GPR";0,03;"Inverted";"cab";8,60018023691641;"Validation error";17;"GPR Validation error"
"423";"ANN";0,03;"Inverted";"cab";4,16540601313695;"Validation error";17;"ANN Validation error"
"424";"MTN";0,03;"Inverted";"cab";3,71536315153495;"Validation error";17;"MTN Validation error"
"425";"RFR";0,03;"Combined";"cw";39,6420182863015;"Validation error";17;"RFR Validation error"
"426";"GPR";0,03;"Combined";"cw";11,1500780832201;"Validation error";17;"GPR Validation error"
"427";"ANN";0,03;"Combined";"cw";5,75693241799752;"Validation error";17;"ANN Validation error"
"428";"MTN";0,03;"Combined";"cw";5,91633453027073;"Validation error";17;"MTN Validation error"
"429";"RFR";0,03;"Inverted";"cw";38,455481206972;"Validation error";17;"RFR Validation error"
"430";"GPR";0,03;"Inverted";"cw";13,0299205819808;"Validation error";17;"GPR Validation error"
"431";"ANN";0,03;"Inverted";"cw";10,4536358874029;"Validation error";17;"ANN Validation error"
"432";"MTN";0,03;"Inverted";"cw";10,6991124533041;"Validation error";17;"MTN Validation error"
"433";"RFR";0,03;"Combined";"cm";32,4123916168047;"Validation error";17;"RFR Validation error"
"434";"GPR";0,03;"Combined";"cm";16,4668848087594;"Validation error";17;"GPR Validation error"
"435";"ANN";0,03;"Combined";"cm";6,44944063418953;"Validation error";17;"ANN Validation error"
"436";"MTN";0,03;"Combined";"cm";6,84961272234931;"Validation error";17;"MTN Validation error"
"437";"RFR";0,03;"Inverted";"cm";33,2585269567802;"Validation error";17;"RFR Validation error"
"438";"GPR";0,03;"Inverted";"cm";18,8892895875953;"Validation error";17;"GPR Validation error"
"439";"ANN";0,03;"Inverted";"cm";15,1945321063484;"Validation error";17;"ANN Validation error"
"440";"MTN";0,03;"Inverted";"cm";13,5552621795133;"Validation error";17;"MTN Validation error"
"441";"RFR";0,03;"Combined";"lai";24,8599862882136;"Validation error";17;"RFR Validation error"
"442";"GPR";0,03;"Combined";"lai";22,2633959248779;"Validation error";17;"GPR Validation error"
"443";"ANN";0,03;"Combined";"lai";9,11183001531458;"Validation error";17;"ANN Validation error"
"444";"MTN";0,03;"Combined";"lai";7,0565319158479;"Validation error";17;"MTN Validation error"
"445";"RFR";0,03;"Inverted";"lai";26,4414265407594;"Validation error";17;"RFR Validation error"
"446";"GPR";0,03;"Inverted";"lai";22,7439941326823;"Validation error";17;"GPR Validation error"
"447";"ANN";0,03;"Inverted";"lai";14,884057640705;"Validation error";17;"ANN Validation error"
"448";"MTN";0,03;"Inverted";"lai";12,301898245996;"Validation error";17;"MTN Validation error"
"449";"RFR";0,03;"Combined";"cab";2,65425689668895;"Validation error";17;"RFR Validation error"
"450";"GPR";0,03;"Combined";"cab";7,12193924705699;"Validation error";17;"GPR Validation error"
"451";"ANN";0,03;"Combined";"cab";2,54840914908749;"Validation error";17;"ANN Validation error"
"452";"MTN";0,03;"Combined";"cab";1,66117379119946;"Validation error";17;"MTN Validation error"
"453";"RFR";0,03;"Inverted";"cab";4,38035394099804;"Validation error";17;"RFR Validation error"
"454";"GPR";0,03;"Inverted";"cab";7,22373144737757;"Validation error";17;"GPR Validation error"
"455";"ANN";0,03;"Inverted";"cab";4,16205942012328;"Validation error";17;"ANN Validation error"
"456";"MTN";0,03;"Inverted";"cab";3,51125593001869;"Validation error";17;"MTN Validation error"
"457";"RFR";0,03;"Combined";"cw";34,3657104337996;"Validation error";17;"RFR Validation error"
"458";"GPR";0,03;"Combined";"cw";9,38455803257525;"Validation error";17;"GPR Validation error"
"459";"ANN";0,03;"Combined";"cw";5,01200472423986;"Validation error";17;"ANN Validation error"
"460";"MTN";0,03;"Combined";"cw";5,19369600863644;"Validation error";17;"MTN Validation error"
"461";"RFR";0,03;"Inverted";"cw";33,3449677788402;"Validation error";17;"RFR Validation error"
"462";"GPR";0,03;"Inverted";"cw";10,7241167560156;"Validation error";17;"GPR Validation error"
"463";"ANN";0,03;"Inverted";"cw";9,18183973944294;"Validation error";17;"ANN Validation error"
"464";"MTN";0,03;"Inverted";"cw";9,22630721073652;"Validation error";17;"MTN Validation error"
"465";"RFR";0,03;"Combined";"cm";28,3542115503607;"Validation error";17;"RFR Validation error"
"466";"GPR";0,03;"Combined";"cm";14,2068195552945;"Validation error";17;"GPR Validation error"
"467";"ANN";0,03;"Combined";"cm";6,27142924982735;"Validation error";17;"ANN Validation error"
